ABICode,ProductClass,Manufacturer,Model,Trim,FullDescription,EngineCapacity,EngineSize,StartYear,EndYear,NumberOfDoors,BodyShape,FuelType,Transmission,LiabilityCategory,LCVBody,GrossWeight,MaxValue,SecurityDeviceCategory,GreyImport,LiabilitySubCategory,Status,EffectiveDate,BodyStyle,EngineDescription,ShortDescription,SequenceNumber
82610003,BI,Matrix,Qm 125 2V,Sports,Matrix              Qm 125 2V                                Sports                         124CC Petrol,124CC,124,2007,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Matrix              Qm 125 2V,0
82610004,BI,Matrix,Qm 125 Gya,Trail,Matrix              Qm 125 Gya                               Trail                          124CC Petrol,124CC,124,2007,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,124CC Petrol,Matrix              Qm 125 Gya,0
82610005,BI,Matrix,Qm 125 Gyb,Trail,Matrix              Qm 125 Gyb                               Trail                          124CC Petrol,124CC,124,2007,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,124CC Petrol,Matrix              Qm 125 Gyb,0
82620001,BI,Polaris,Predator Troy Lee,Quad,Polaris             Predator Troy Lee                        Quad                           499CC Petrol,499CC,499,2004,2016,0,Quad,Petrol,Manual,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Predator Troy Lee,0
82620002,BI,Polaris,Sportsman 6 X 6,Quad,Polaris             Sportsman 6 X 6                          Quad                           499CC Petrol,499CC,499,2000,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Sportsman 6 X 6,0
82620003,BI,Polaris,Sportsman 800 Efi X2 Deluxe,Quad,Polaris             Sportsman 800 Efi X2 Deluxe              Quad                           760CC Petrol,760CC,760,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,760CC Petrol,Polaris             Sportsman 800 Efi X2 Deluxe,0
82620004,BI,Polaris,Sportsman 800 Efi X2,Quad,Polaris             Sportsman 800 Efi X2                     Quad                           760CC Petrol,760CC,760,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,760CC Petrol,Polaris             Sportsman 800 Efi X2,0
82620005,BI,Polaris,Sportsman 800 Efi Deluxe,Quad,Polaris             Sportsman 800 Efi Deluxe                 Quad                           760CC Petrol,760CC,760,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,760CC Petrol,Polaris             Sportsman 800 Efi Deluxe,0
82620006,BI,Polaris,Sportsman 800 Efi,Quad,Polaris             Sportsman 800 Efi                        Quad                           760CC Petrol,760CC,760,2005,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,760CC Petrol,Polaris             Sportsman 800 Efi,0
82620007,BI,Polaris,Sportsman 700 Efi,Quad,Polaris             Sportsman 700 Efi                        Quad                           683CC Petrol,683CC,683,2005,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,683CC Petrol,Polaris             Sportsman 700 Efi,0
82620008,BI,Polaris,Sportsman 500 Efi X2 Deluxe,Quad,Polaris             Sportsman 500 Efi X2 Deluxe              Quad                           499CC Petrol,499CC,499,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Sportsman 500 Efi X2 Deluxe,0
82620009,BI,Polaris,Sportsman 500 Efi X2,Quad,Polaris             Sportsman 500 Efi X2                     Quad                           499CC Petrol,499CC,499,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Sportsman 500 Efi X2,0
82620010,BI,Polaris,Sportsman 500 Efi Deluxe,Quad,Polaris             Sportsman 500 Efi Deluxe                 Quad                           499CC Petrol,499CC,499,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Sportsman 500 Efi Deluxe,0
82620011,BI,Polaris,Sportsman 500 Efi,Quad,Polaris             Sportsman 500 Efi                        Quad                           499CC Petrol,499CC,499,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Sportsman 500 Efi,0
82620012,BI,Polaris,Sportsman 450,Quad,Polaris             Sportsman 450                            Quad                           455CC Petrol,455CC,455,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,455CC Petrol,Polaris             Sportsman 450,0
82620013,BI,Polaris,Hawkeye 4X4,Quad,Polaris             Hawkeye 4X4                              Quad                           299CC Petrol,299CC,299,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,299CC Petrol,Polaris             Hawkeye 4X4,0
82620014,BI,Polaris,Hawkeye 2X4,Quad,Polaris             Hawkeye 2X4                              Quad                           299CC Petrol,299CC,299,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,299CC Petrol,Polaris             Hawkeye 2X4,0
82620015,BI,Polaris,Trail Boss 330,Quad,Polaris             Trail Boss 330                           Quad                           329CC Petrol,329CC,329,2003,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,329CC Petrol,Polaris             Trail Boss 330,0
82620016,BI,Polaris,Sawtooth,Quad,Polaris             Sawtooth                                 Quad                           196CC Petrol,196CC,196,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,196CC Petrol,Polaris             Sawtooth,0
82620017,BI,Polaris,Outlaw 525KTM,Quad,Polaris             Outlaw 525KTM                            Quad                           510CC Petrol,510CC,510,2006,2016,0,Quad,Petrol,Manual,0,,0,0,,N,,,NULL,Quad,510CC Petrol,Polaris             Outlaw 525KTM,0
82620018,BI,Polaris,Outlaw 500,Quad,Polaris             Outlaw 500                               Quad                           499CC Petrol,499CC,499,2006,2016,0,Quad,Petrol,Manual,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Outlaw 500,0
82620019,BI,Polaris,Predator 500,Quad,Polaris             Predator 500                             Quad                           499CC Petrol,499CC,499,2003,2016,0,Quad,Petrol,Manual,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Predator 500,0
82620020,BI,Polaris,Scrambler 500 4X4,Quad,Polaris             Scrambler 500 4X4                        Quad                           499CC Petrol,499CC,499,1997,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Scrambler 500 4X4,0
82620021,BI,Polaris,Phoenix 200,Quad,Polaris             Phoenix 200                              Quad                           196CC Petrol,196CC,196,2005,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,196CC Petrol,Polaris             Phoenix 200,0
82620022,BI,Polaris,Phoenix Quadricycle,Quad,Polaris             Phoenix Quadricycle                      Quad                           196CC Petrol,196CC,196,2005,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,196CC Petrol,Polaris             Phoenix Quadricycle,0
82620023,BI,Polaris,Scrambler Quadricycle,Quad,Polaris             Scrambler Quadricycle                    Quad                           499CC Petrol,499CC,499,2005,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Scrambler Quadricycle,0
82620024,BI,Polaris,Predator 500 Quadricycle,Quad,Polaris             Predator 500 Quadricycle                 Quad                           499CC Petrol,499CC,499,2006,2016,0,Quad,Petrol,Manual,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Predator 500 Quadricycle,0
82620025,BI,Polaris,Outlaw 500 Quadricycle,Quad,Polaris             Outlaw 500 Quadricycle                   Quad                           499CC Petrol,499CC,499,2006,2016,0,Quad,Petrol,Manual,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Outlaw 500 Quadricycle,0
82620026,BI,Polaris,Sawtooth Quadricycle,Quad,Polaris             Sawtooth Quadricycle                     Quad                           196CC Petrol,196CC,196,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,196CC Petrol,Polaris             Sawtooth Quadricycle,0
82620027,BI,Polaris,Hawkeye 2X4 Quadricycle,Quad,Polaris             Hawkeye 2X4 Quadricycle                  Quad                           299CC Petrol,299CC,299,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,299CC Petrol,Polaris             Hawkeye 2X4 Quadricycle,0
82620028,BI,Polaris,Hawkeye 4X4 Quadricycle,Quad,Polaris             Hawkeye 4X4 Quadricycle                  Quad                           299CC Petrol,299CC,299,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,299CC Petrol,Polaris             Hawkeye 4X4 Quadricycle,0
82620029,BI,Polaris,Trail Boss Quadricycle,Quad,Polaris             Trail Boss Quadricycle                   Quad                           329CC Petrol,329CC,329,2004,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,329CC Petrol,Polaris             Trail Boss Quadricycle,0
82620030,BI,Polaris,Sportsman 500 Efi Quadricycle,Quad,Polaris             Sportsman 500 Efi Quadricycle            Quad                           499CC Petrol,499CC,499,2004,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Sportsman 500 Efi Quadricycle,0
82620031,BI,Polaris,Sportsman 500 Efi X2 Quadricyc,Quad,Polaris             Sportsman 500 Efi X2 Quadricycle         Quad                           499CC Petrol,499CC,499,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Sportsman 500 Efi X2 Quadricycle,0
82620032,BI,Polaris,Sportsman 800 Efi Quad,Quad,Polaris             Sportsman 800 Efi Quad                   Quad                           760CC Petrol,760CC,760,2004,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,760CC Petrol,Polaris             Sportsman 800 Efi Quad,0
82620033,BI,Polaris,Sportsman 90,Quad,Polaris             Sportsman 90                             Quad                           89CC Petrol,89CC,89,2001,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,89CC Petrol,Polaris             Sportsman 90,0
82620034,BI,Polaris,Predator 50,Quad,Polaris             Predator 50                              Quad                           49CC Petrol,49CC,49,2001,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,49CC Petrol,Polaris             Predator 50,0
82620035,BI,Polaris,Outlaw 90,Quad,Polaris             Outlaw 90                                Quad                           89CC Petrol,89CC,89,2007,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,89CC Petrol,Polaris             Outlaw 90,0
82620036,BI,Polaris,Ranger 500 Quadricycle,Quad,Polaris             Ranger 500 Quadricycle                   Quad                           499CC Petrol,499CC,499,2007,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Ranger 500 Quadricycle,0
82620037,BI,Polaris,Ranger 6X6 700 Efi,Quad,Polaris             Ranger 6X6 700 Efi                       Quad                           683CC Petrol,683CC,683,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,683CC Petrol,Polaris             Ranger 6X6 700 Efi,0
82620038,BI,Polaris,Ranger 2X4,Quad,Polaris             Ranger 2X4                               Quad                           499CC Petrol,499CC,499,2001,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Ranger 2X4,0
82620039,BI,Polaris,Ranger 4X4 700 Efi Xp,Quad,Polaris             Ranger 4X4 700 Efi Xp                    Quad                           683CC Petrol,683CC,683,2005,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,683CC Petrol,Polaris             Ranger 4X4 700 Efi Xp,0
82620040,BI,Polaris,Ranger 4X4 500 Efi,Quad,Polaris             Ranger 4X4 500 Efi                       Quad                           499CC Petrol,499CC,499,2006,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,499CC Petrol,Polaris             Ranger 4X4 500 Efi,0
82620041,BI,Polaris,Rzr 800ES,Quad,Polaris             Rzr 800ES                                Quad                           760CC Petrol,760CC,760,2008,2016,0,Quad,Petrol,Manual,0,,0,0,,N,,,NULL,Quad,760CC Petrol,Polaris             Rzr 800ES,0
82620042,BI,Polaris,Sportsman 300 E,Quad,Polaris             Sportsman 300 E                          Quad                           299CC Petrol,299CC,299,2009,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,299CC Petrol,Polaris             Sportsman 300 E,0
82620101,BI,Polaris,Sportsman 500 Touring,Quad,Polaris             Sportsman 500 Touring                    Quad                           498CC Petrol,498CC,498,2012,2016,0,Quad,Petrol,Automatic,0,,0,0,,N,,,NULL,Quad,498CC Petrol,Polaris             Sportsman 500 Touring,0
82630001,BI,Mainbon,Hybrid B,Scooter,Mainbon             Hybrid B                                 Scooter                        49CC Electric,49CC,49,2006,2007,0,Scooter,Electric,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Electric,Mainbon             Hybrid B,0
82640001,BI,Shineray/vixen,XY300 Ste,Quad,Shineray/vixen      XY300 Ste                                Quad                           292CC Petrol,292CC,292,2007,2008,0,Quad,Petrol,Manual,0,,0,0,,N,,,NULL,Quad,292CC Petrol,Shineray/vixen      XY300 Ste,0
82640002,BI,Shineray/vixen,XY250 Ste,Quad,Shineray/vixen      XY250 Ste                                Quad                           229CC Petrol,229CC,229,2006,2008,0,Quad,Petrol,Manual,0,,0,0,,N,,,NULL,Quad,229CC Petrol,Shineray/vixen      XY250 Ste,0
82640003,BI,Shineray/vixen,Xy 250GY-2 Enduro,Enduro,Shineray/vixen      Xy 250GY-2 Enduro                        Enduro                         250CC Petrol,250CC,250,2010,2016,0,Enduro,Petrol,Manual,0,,0,0,,N,,,NULL,Enduro,250CC Petrol,Shineray/vixen      Xy 250GY-2 Enduro,0
82640004,BI,Shineray/vixen,Xy 250GY-2 Super Moto,Enduro,Shineray/vixen      Xy 250GY-2 Super Moto                    Enduro                         250CC Petrol,250CC,250,2010,2016,0,Enduro,Petrol,Manual,0,,0,0,,N,,,NULL,Enduro,250CC Petrol,Shineray/vixen      Xy 250GY-2 Super Moto,0
82640005,BI,Shineray/vixen,Xy 250GY-2 Mx Race,Enduro,Shineray/vixen      Xy 250GY-2 Mx Race                       Enduro                         250CC Petrol,250CC,250,2010,2016,0,Enduro,Petrol,Manual,0,,0,0,,N,,,NULL,Enduro,250CC Petrol,Shineray/vixen      Xy 250GY-2 Mx Race,0
82650001,BI,Barossa,XS125T-13,Scooter,Barossa             XS125T-13                                Scooter                        124CC Petrol,124CC,124,2007,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Barossa             XS125T-13,0
82660001,BI,Longjia,Lj 125 T-7,Scooter,Longjia             Lj 125 T-7                               Scooter                        125CC Petrol,125CC,125,2005,2016,0,Scooter,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Longjia             Lj 125 T-7,0
82670001,BI,Enduro,Necht Gy 125,Enduro,Enduro              Necht Gy 125                             Enduro                         125CC Petrol,125CC,125,2006,2016,0,Enduro,Petrol,Manual,0,,0,0,,N,,,NULL,Enduro,125CC Petrol,Enduro              Necht Gy 125,0
82680001,BI,Maxus,X Dirt 125 Max,Roadster,Maxus               X Dirt 125 Max                           Roadster                       125CC Petrol,125CC,125,2005,2008,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,125CC Petrol,Maxus               X Dirt 125 Max,0
82690001,BI,Megelli,125R,Sports,Megelli             125R                                     Sports                         124CC Petrol,124CC,124,2008,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Megelli             125R,0
82690002,BI,Megelli,125M,On/off Road,Megelli             125M                                     On/off Road                    124CC Petrol,124CC,124,2008,2016,0,On/off Roa,Petrol,Manual,0,,0,0,,N,,,NULL,On/off Road,124CC Petrol,Megelli             125M,0
82690003,BI,Megelli,125S,Commuter,Megelli             125S                                     Commuter                       124CC Petrol,124CC,124,2008,2016,0,Commuter,Petrol,Manual,0,,0,0,,N,,,NULL,Commuter,124CC Petrol,Megelli             125S,0
82700001,BI,Zhenhua,ZH-A50,Moped,Zhenhua             ZH-A50                                   Moped                          49CC Petrol,49CC,49,2008,2016,0,Moped,Petrol,Manual,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Zhenhua             ZH-A50,0
82710001,BI,Longjia,LJ50QT-K Exactly 50,Moped,Longjia             LJ50QT-K Exactly 50                      Moped                          49CC Petrol,49CC,49,2008,2016,0,Moped,Petrol,Automatic,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Longjia             LJ50QT-K Exactly 50,0
82710002,BI,Longjia,Firefox 50 2T,Scooter,Longjia             Firefox 50 2T                            Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Firefox 50 2T,0
82710003,BI,Longjia,F1 50 2T,Scooter,Longjia             F1 50 2T                                 Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             F1 50 2T,0
82710004,BI,Longjia,F1 150 4T,Scooter,Longjia             F1 150 4T                                Scooter                        150CC Petrol,150CC,150,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,150CC Petrol,Longjia             F1 150 4T,0
82710005,BI,Longjia,LJ50QT-G,Scooter,Longjia             LJ50QT-G                                 Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             LJ50QT-G,0
82710006,BI,Longjia,Grido 50 2T,Scooter,Longjia             Grido 50 2T                              Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Grido 50 2T,0
82710007,BI,Longjia,DIGITA51 50 2T,Scooter,Longjia             DIGITA51 50 2T                           Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             DIGITA51 50 2T,0
82710008,BI,Longjia,Versus 50 2T,Scooter,Longjia             Versus 50 2T                             Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Versus 50 2T,0
82710009,BI,Longjia,Estate 50 2T,Scooter,Longjia             Estate 50 2T                             Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Estate 50 2T,0
82710010,BI,Longjia,Estate 50 4T,Scooter,Longjia             Estate 50 4T                             Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Estate 50 4T,0
82710011,BI,Longjia,Trevis 50 2T,Scooter,Longjia             Trevis 50 2T                             Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Trevis 50 2T,0
82710012,BI,Longjia,LJ125T-A,Scooter,Longjia             LJ125T-A                                 Scooter                        125CC Petrol,125CC,125,2011,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Longjia             LJ125T-A,0
82710013,BI,Longjia,Trevis 50 4T,Scooter,Longjia             Trevis 50 4T                             Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Trevis 50 4T,0
82710014,BI,Longjia,Lj 50QT-4,Scooter,Longjia             Lj 50QT-4                                Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Lj 50QT-4,0
82710015,BI,Longjia,Lj 150T-4,Scooter,Longjia             Lj 150T-4                                Scooter                        150CC Petrol,150CC,150,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,150CC Petrol,Longjia             Lj 150T-4,0
82710016,BI,Longjia,Two Liquid 50 2T,Scooter,Longjia             Two Liquid 50 2T                         Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Two Liquid 50 2T,0
82710017,BI,Longjia,Speedjet Evo 50 2T,Scooter,Longjia             Speedjet Evo 50 2T                       Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Speedjet Evo 50 2T,0
82710018,BI,Longjia,Lj 125-E,Roadster,Longjia             Lj 125-E                                 Roadster                       125CC Petrol,125CC,125,2008,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,125CC Petrol,Longjia             Lj 125-E,0
82710019,BI,Longjia,Lj 125-D,Roadster,Longjia             Lj 125-D                                 Roadster                       125CC Petrol,125CC,125,2008,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,125CC Petrol,Longjia             Lj 125-D,0
82710020,BI,Longjia,Lj 125-K,Roadster,Longjia             Lj 125-K                                 Roadster                       125CC Petrol,125CC,125,2008,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,125CC Petrol,Longjia             Lj 125-K,0
82710101,BI,Longjia,Lj 50QT-2L,Scooter,Longjia             Lj 50QT-2L                               Scooter                        49CC Petrol,49CC,49,2012,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Lj 50QT-2L,0
82710102,BI,Longjia,Lj 50QT-3L,Scooter,Longjia             Lj 50QT-3L                               Scooter                        49CC Petrol,49CC,49,2012,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Lj 50QT-3L,0
82710103,BI,Longjia,Lj 50QT-F,Scooter,Longjia             Lj 50QT-F                                Scooter                        49CC Petrol,49CC,49,2012,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Lj 50QT-F,0
82710104,BI,Longjia,Lj 50QT-3M,Scooter,Longjia             Lj 50QT-3M                               Scooter                        49CC Petrol,49CC,49,2012,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Lj 50QT-3M,0
82710105,BI,Longjia,Lj 50QT-H,Scooter,Longjia             Lj 50QT-H                                Scooter                        49CC Petrol,49CC,49,2012,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Lj 50QT-H,0
82710106,BI,Longjia,Lj 50QT-K,Scooter,Longjia             Lj 50QT-K                                Scooter                        49CC Petrol,49CC,49,2010,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Longjia             Lj 50QT-K,0
82710107,BI,Longjia,Ll 125 T-22,Scooter,Longjia             Ll 125 T-22                              Scooter                        124CC Petrol,124CC,124,2013,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Longjia             Ll 125 T-22,0
82710108,BI,Longjia,Lj 125T-A,Scooter,Longjia             Lj 125T-A                                Scooter                        124CC Petrol,124CC,124,2014,2016,0,Scooter,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Longjia             Lj 125T-A,0
82720001,BI,Csr,NKT1,Roadster,Csr                 NKT1                                     Roadster                       124CC Petrol,124CC,124,2008,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,124CC Petrol,Csr                 NKT1,0
82720002,BI,Csr,NKT2,Roadster,Csr                 NKT2                                     Roadster                       234CC Petrol,234CC,234,2008,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,234CC Petrol,Csr                 NKT2,0
82730001,BI,Zing,Echo,Scooter,Zing                Echo                                     Scooter                        49CC Petrol,49CC,49,2005,2008,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Zing                Echo,0
82730002,BI,Zing,Beat,Scooter,Zing                Beat                                     Scooter                        124CC Petrol,124CC,124,2005,2008,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Zing                Beat,0
82740001,BI,Beeline,Veloce GT50,Scooter,Beeline             Veloce GT50                              Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Beeline             Veloce GT50,0
82740002,BI,Beeline,Veloce 50,Scooter,Beeline             Veloce 50                                Scooter                        49CC Petrol,49CC,49,2008,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Beeline             Veloce 50,0
82740003,BI,Beeline,Supercross,Trail,Beeline             Supercross                               Trail                          49CC Petrol,49CC,49,2010,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,49CC Petrol,Beeline             Supercross,0
82740004,BI,Beeline,Supermoto,Trail,Beeline             Supermoto                                Trail                          49CC Petrol,49CC,49,2010,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,49CC Petrol,Beeline             Supermoto,0
82740005,BI,Beeline,50 Blacktiger,Trail,Beeline             50 Blacktiger                            Trail                          49CC Petrol,49CC,49,2010,2016,0,Trail,Petrol,Automatic,0,,0,0,,N,,,NULL,Trail,49CC Petrol,Beeline             50 Blacktiger,0
82740006,BI,Beeline,Papillion,Scooter,Beeline             Papillion                                Scooter                        49CC Petrol,49CC,49,2011,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Beeline             Papillion,0
82740007,BI,Beeline,Memory,Scooter,Beeline             Memory                                   Scooter                        49CC Petrol,49CC,49,2012,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Beeline             Memory,0
82740101,BI,Beeline,Memory,Scooter,Beeline             Memory                                   Scooter                        124CC Petrol,124CC,124,2012,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Beeline             Memory,0
82740102,BI,Beeline,Veloce 50 Dynamic,Scooter,Beeline             Veloce 50 Dynamic                        Scooter                        49CC Petrol,49CC,49,2013,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Beeline             Veloce 50 Dynamic,0
82740103,BI,Beeline,Veloce 50 Racing,Scooter,Beeline             Veloce 50 Racing                         Scooter                        49CC Petrol,49CC,49,2013,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Beeline             Veloce 50 Racing,0
82740104,BI,Beeline,Pista 50,Moped,Beeline             Pista 50                                 Moped                          49CC Petrol,49CC,49,2013,2016,0,Moped,Petrol,Automatic,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Beeline             Pista 50,0
82740105,BI,Beeline,Pista 125,Scooter,Beeline             Pista 125                                Scooter                        124CC Petrol,124CC,124,2013,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Beeline             Pista 125,0
82740106,BI,Beeline,Tapo,Moped,Beeline             Tapo                                     Moped                          49CC Petrol,49CC,49,2015,2016,0,Moped,Petrol,Automatic,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Beeline             Tapo,0
